index,generated_node_name,cell_id,x,y,z,cell_type,cell_type_distribution_weight,cell_type_distribution_probability,color_r,color_g,color_b,color_a,target_node_name,target_geometry_name,marker_shape,source_api_url,source_file_url,source_scene_node
979,CL_0002131_Ventricular_Cardiomycoyte_00979,CL_0002131,0.0454745,0.422207,-0.00876734,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
980,CL_0002131_Ventricular_Cardiomycoyte_00980,CL_0002131,0.0821144,0.403541,-0.0242554,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
981,CL_0002131_Ventricular_Cardiomycoyte_00981,CL_0002131,0.0742097,0.390316,-0.0486986,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
982,CL_0002131_Ventricular_Cardiomycoyte_00982,CL_0002131,0.0115171,0.449205,-0.0333461,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
983,CL_0002131_Ventricular_Cardiomycoyte_00983,CL_0002131,0.0615587,0.398073,-0.0389,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
984,CL_0002131_Ventricular_Cardiomycoyte_00984,CL_0002131,0.0464909,0.438242,-0.0102298,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
985,CL_0002131_Ventricular_Cardiomycoyte_00985,CL_0002131,0.0355656,0.413107,-0.0103471,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
986,CL_0002131_Ventricular_Cardiomycoyte_00986,CL_0002131,0.0242679,0.406648,-0.0213911,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
987,CL_0002131_Ventricular_Cardiomycoyte_00987,CL_0002131,0.0352065,0.400831,-0.0423556,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
988,CL_0002131_Ventricular_Cardiomycoyte_00988,CL_0002131,0.00959449,0.427422,-0.0152479,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
989,CL_0002131_Ventricular_Cardiomycoyte_00989,CL_0002131,0.0301951,0.402243,-0.0278265,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
990,CL_0002131_Ventricular_Cardiomycoyte_00990,CL_0002131,0.0484888,0.399269,-0.0460413,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
991,CL_0002131_Ventricular_Cardiomycoyte_00991,CL_0002131,0.0628147,0.407002,-0.0168605,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
992,CL_0002131_Ventricular_Cardiomycoyte_00992,CL_0002131,0.0254944,0.416784,-0.0502383,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
993,CL_0002131_Ventricular_Cardiomycoyte_00993,CL_0002131,0.0209198,0.457081,-0.0127971,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
994,CL_0002131_Ventricular_Cardiomycoyte_00994,CL_0002131,0.05372,0.407019,-0.0388697,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
995,CL_0002131_Ventricular_Cardiomycoyte_00995,CL_0002131,0.0506421,0.396687,-0.0553011,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
996,CL_0002131_Ventricular_Cardiomycoyte_00996,CL_0002131,0.0462768,0.396273,-0.0534234,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
997,CL_0002131_Ventricular_Cardiomycoyte_00997,CL_0002131,0.0152895,0.445912,-0.0231826,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
998,CL_0002131_Ventricular_Cardiomycoyte_00998,CL_0002131,0.0220189,0.401913,-0.0192636,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
999,CL_0002131_Ventricular_Cardiomycoyte_00999,CL_0002131,0.0252664,0.466885,-0.0168483,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1000,CL_0002131_Ventricular_Cardiomycoyte_01000,CL_0002131,0.0294127,0.472162,-0.0207377,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1001,CL_0002131_Ventricular_Cardiomycoyte_01001,CL_0002131,0.0108096,0.446382,-0.0186235,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1002,CL_0002131_Ventricular_Cardiomycoyte_01002,CL_0002131,0.0337639,0.407711,-0.0201461,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1003,CL_0002131_Ventricular_Cardiomycoyte_01003,CL_0002131,0.0197802,0.438348,-0.0498213,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1004,CL_0002131_Ventricular_Cardiomycoyte_01004,CL_0002131,0.0171938,0.400534,-0.039246,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1005,CL_0002131_Ventricular_Cardiomycoyte_01005,CL_0002131,0.0336616,0.427153,-0.0054582,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1006,CL_0002131_Ventricular_Cardiomycoyte_01006,CL_0002131,0.0559459,0.441671,-0.0174385,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1007,CL_0002131_Ventricular_Cardiomycoyte_01007,CL_0002131,0.0415601,0.396278,-0.0539694,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1008,CL_0002131_Ventricular_Cardiomycoyte_01008,CL_0002131,0.0436846,0.43433,-0.029106,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1009,CL_0002131_Ventricular_Cardiomycoyte_01009,CL_0002131,0.0471489,0.444809,-0.0286314,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1010,CL_0002131_Ventricular_Cardiomycoyte_01010,CL_0002131,0.0538287,0.398087,-0.0547187,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1011,CL_0002131_Ventricular_Cardiomycoyte_01011,CL_0002131,0.0261933,0.464529,-0.0140493,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1012,CL_0002131_Ventricular_Cardiomycoyte_01012,CL_0002131,0.0438008,0.429504,-0.00810791,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1013,CL_0002131_Ventricular_Cardiomycoyte_01013,CL_0002131,0.0313406,0.4005,-0.0221229,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1014,CL_0002131_Ventricular_Cardiomycoyte_01014,CL_0002131,0.0172768,0.456667,-0.0407863,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1015,CL_0002131_Ventricular_Cardiomycoyte_01015,CL_0002131,0.0422496,0.410747,-0.0138454,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1016,CL_0002131_Ventricular_Cardiomycoyte_01016,CL_0002131,0.0243356,0.42581,-0.0116235,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1017,CL_0002131_Ventricular_Cardiomycoyte_01017,CL_0002131,0.0530494,0.414297,-0.0124218,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1018,CL_0002131_Ventricular_Cardiomycoyte_01018,CL_0002131,0.055707,0.416929,-0.0104491,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1019,CL_0002131_Ventricular_Cardiomycoyte_01019,CL_0002131,0.0342997,0.473466,-0.0452297,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1020,CL_0002131_Ventricular_Cardiomycoyte_01020,CL_0002131,0.0152066,0.399534,-0.0315603,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1021,CL_0002131_Ventricular_Cardiomycoyte_01021,CL_0002131,0.0409067,0.395498,-0.0432752,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1022,CL_0002131_Ventricular_Cardiomycoyte_01022,CL_0002131,0.0761473,0.398285,-0.0394998,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1023,CL_0002131_Ventricular_Cardiomycoyte_01023,CL_0002131,0.0821006,0.400968,-0.0311716,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1024,CL_0002131_Ventricular_Cardiomycoyte_01024,CL_0002131,0.0487067,0.392895,-0.0498413,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1025,CL_0002131_Ventricular_Cardiomycoyte_01025,CL_0002131,0.012074,0.457011,-0.0380461,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1026,CL_0002131_Ventricular_Cardiomycoyte_01026,CL_0002131,0.0712887,0.392413,-0.0284036,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1027,CL_0002131_Ventricular_Cardiomycoyte_01027,CL_0002131,0.0752081,0.393185,-0.0504308,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1028,CL_0002131_Ventricular_Cardiomycoyte_01028,CL_0002131,0.0485934,0.396868,-0.0539135,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1029,CL_0002131_Ventricular_Cardiomycoyte_01029,CL_0002131,0.0197304,0.416273,-0.0573291,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1030,CL_0002131_Ventricular_Cardiomycoyte_01030,CL_0002131,0.0241052,0.452045,-0.013246,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1031,CL_0002131_Ventricular_Cardiomycoyte_01031,CL_0002131,0.0498599,0.392837,-0.0358934,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1032,CL_0002131_Ventricular_Cardiomycoyte_01032,CL_0002131,0.0548808,0.398933,-0.0517877,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1033,CL_0002131_Ventricular_Cardiomycoyte_01033,CL_0002131,0.0149656,0.46329,-0.0397827,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1034,CL_0002131_Ventricular_Cardiomycoyte_01034,CL_0002131,0.0324947,0.452888,-0.0362539,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1035,CL_0002131_Ventricular_Cardiomycoyte_01035,CL_0002131,0.0475002,0.399048,-0.0198972,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1036,CL_0002131_Ventricular_Cardiomycoyte_01036,CL_0002131,0.0423122,0.474282,-0.0352546,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1037,CL_0002131_Ventricular_Cardiomycoyte_01037,CL_0002131,0.0282754,0.424627,-0.0460398,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1038,CL_0002131_Ventricular_Cardiomycoyte_01038,CL_0002131,0.0527229,0.45785,-0.0280941,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1039,CL_0002131_Ventricular_Cardiomycoyte_01039,CL_0002131,0.0305065,0.483557,-0.0254641,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1040,CL_0002131_Ventricular_Cardiomycoyte_01040,CL_0002131,0.0370613,0.467375,-0.0404729,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1041,CL_0002131_Ventricular_Cardiomycoyte_01041,CL_0002131,0.0718334,0.397992,-0.037637,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
1042,CL_0002131_Ventricular_Cardiomycoyte_01042,CL_0002131,0.0314345,0.406412,-0.0264462,Ventricular Cardiomycoyte,18375.859,0.45175152904905563,250,190,190,255,VH_F_right_ventricle,VH_F_right_ventricle,sphere,https://apps.humanatlas.io/api/v1/mesh-3d-cell-population,https://cdn.humanatlas.io/hra-kg--staging/ref-organ/heart-female/v1.3/assets/3d-vh-f-heart.glb,VH_F_right_ventricle
